employee_id,first_name,last_name,email,gender,age,marital_status,department,job_role,education_field,education_level,business_travel,distance_from_home,hire_date,termination_date,employment_status,salary,salary_hike_percent,performance_rating,previous_employers,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,stock_option_level,overtime,training_times_last_year,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,job_involvement,attrition,salary_band,age_band
336,Kelly,Martinez,employee336@company.com,Male,31,Divorced,Human Resources,Recruiter,Technical Degree,Bachelor's,Travel_Rarely,19,2017-01-03,,Active,82594.14,6.96,4,7,9.5,0,0,8,2,Yes,6,1,4,4,3,4,No,80-100K,25-34
337,Monica,Lara,employee337@company.com,Male,30,Divorced,Human Resources,HR Coordinator,Other,High School,Travel_Rarely,43,2020-05-04,,Active,71617.54,12.33,4,5,6.2,1,6,6,3,Yes,3,3,1,4,3,1,No,60-80K,25-34
338,Jennifer,Meadows,employee338@company.com,Female,57,Divorced,Operations,Operations Manager,Life Sciences,Bachelor's,Non-Travel,40,2018-01-20,,Active,100779.21,14.46,4,3,8.5,7,4,0,0,Yes,0,3,2,2,4,1,No,100K+,55+
339,Brandy,Le,employee339@company.com,Male,53,Single,Operations,Supply Chain Coordinator,Marketing,High School,Non-Travel,27,2021-03-09,,Active,108593.97,2.55,3,6,5.3,4,0,1,0,Yes,2,2,2,3,1,2,No,100K+,45-54
340,Anthony,Wilson,employee340@company.com,Male,61,Married,Human Resources,HR Coordinator,Medical,Bachelor's,Travel_Frequently,4,2017-11-29,,Active,100344.13,8.85,2,2,8.6,6,2,4,3,Yes,0,2,2,2,4,4,No,100K+,55+
341,Rick,Carr,employee341@company.com,Female,57,Married,Sales,Sales Manager,Life Sciences,High School,Non-Travel,27,2020-10-22,2022-07-27,Terminated,93266.69,16.57,5,0,5.7,4,4,1,1,Yes,2,4,4,1,2,2,Yes,80-100K,55+
342,Caleb,Shah,employee342@company.com,Female,57,Married,Human Resources,HR Manager,Life Sciences,Bachelor's,Travel_Rarely,40,2025-02-16,,Active,109255.31,8.65,5,0,1.4,0,3,4,2,No,2,2,3,1,2,1,No,100K+,55+
343,Ruben,Hall,employee343@company.com,Male,30,Divorced,Human Resources,HR Executive,Human Resources,PhD,Travel_Rarely,14,2021-01-08,,Active,87674.5,16.04,5,5,5.5,5,5,4,3,No,1,3,3,2,4,3,No,80-100K,25-34
344,Mary,Contreras,employee344@company.com,Male,60,Married,Sales,Sales Representative,Life Sciences,Bachelor's,Travel_Frequently,12,2021-07-28,,Active,100395.85,11.5,4,7,4.9,6,4,1,0,Yes,6,4,1,3,4,3,No,100K+,55+
345,Claudia,Harrell,employee345@company.com,Male,29,Married,Finance,Financial Analyst,Marketing,Master's,Travel_Rarely,1,2016-12-15,,Active,76134.43,7.09,1,4,9.6,5,1,1,2,Yes,1,4,3,1,3,4,No,60-80K,25-34
346,Jeffery,Snyder,employee346@company.com,Female,29,Married,Marketing,Marketing Manager,Human Resources,High School,Non-Travel,36,2025-05-05,2026-03-22,Terminated,86680.75,6.46,4,2,1.2,1,4,2,0,Yes,2,2,3,2,1,3,Yes,80-100K,25-34
347,Bradley,Newman,employee347@company.com,Female,25,Married,Marketing,SEO Specialist,Technical Degree,High School,Travel_Rarely,8,2025-02-16,2025-10-08,Terminated,58278.73,17.64,3,5,1.4,8,6,0,1,Yes,2,4,4,3,1,4,Yes,40-60K,<25
348,Linda,Johnson,employee348@company.com,Male,36,Divorced,Research & Development,Lab Technician,Technical Degree,Bachelor's,Non-Travel,13,2023-05-03,2025-04-03,Terminated,67688.04,5.78,3,1,3.2,0,3,6,0,No,6,3,2,1,4,2,Yes,60-80K,35-44
349,Gavin,Morse,employee349@company.com,Male,26,Divorced,Human Resources,HR Executive,Human Resources,High School,Non-Travel,41,2023-05-18,,Active,70023.34,12.27,2,0,3.1,0,3,5,0,Yes,0,4,1,3,4,1,No,60-80K,25-34
350,Aaron,Perez,employee350@company.com,Female,46,Married,Sales,Sales Executive,Life Sciences,High School,Non-Travel,39,2017-11-10,,Active,93598.29,20.11,4,7,8.7,6,3,6,0,No,5,1,4,3,2,1,No,80-100K,45-54
351,Luis,Fitzgerald,employee351@company.com,Male,59,Single,Sales,Sales Executive,Human Resources,Master's,Travel_Frequently,33,2024-05-09,,Active,111863.61,7.89,3,7,2.2,2,1,2,0,Yes,1,3,4,3,3,2,No,100K+,55+
352,Amy,Randolph,employee352@company.com,Female,40,Married,Research & Development,R&D Manager,Life Sciences,Master's,Non-Travel,16,2023-03-16,,Active,114130.34,13.66,4,0,3.3,6,2,3,1,Yes,6,1,3,2,4,4,No,100K+,35-44
353,Julia,Rangel,employee353@company.com,Female,61,Married,IT,IT Manager,Technical Degree,PhD,Non-Travel,7,2025-06-18,,Active,121664.89,12.45,4,0,1.0,7,1,0,1,Yes,3,2,2,4,3,4,No,100K+,55+
354,Robert,Pittman,employee354@company.com,Male,45,Single,Research & Development,R&D Manager,Life Sciences,PhD,Non-Travel,36,2019-11-21,,Active,93600.92,4.65,3,3,6.6,5,0,0,1,Yes,2,2,2,3,2,3,No,80-100K,35-44
355,Jeffrey,Clay,employee355@company.com,Male,33,Married,Operations,Operations Manager,Life Sciences,Bachelor's,Travel_Frequently,9,2018-04-21,,Active,86114.76,10.72,4,1,8.2,5,1,4,3,Yes,2,3,2,4,1,1,No,80-100K,25-34
356,Brittney,Miller,employee356@company.com,Male,56,Married,Research & Development,Research Director,Other,PhD,Travel_Rarely,39,2019-12-25,,Active,89762.06,11.88,4,0,6.5,3,6,8,2,Yes,2,2,1,3,2,4,No,80-100K,55+
357,Thomas,Morgan,employee357@company.com,Male,32,Divorced,Research & Development,Scientist,Technical Degree,PhD,Travel_Rarely,34,2019-04-12,,Active,85322.3,12.68,3,5,7.2,8,5,7,3,No,2,4,1,2,2,2,No,80-100K,25-34
358,Austin,Miller,employee358@company.com,Female,49,Married,Finance,Financial Analyst,Human Resources,Master's,Travel_Rarely,17,2025-03-05,,Active,94870.12,14.66,2,1,1.3,4,3,8,2,Yes,4,1,4,3,4,4,No,80-100K,45-54
359,Taylor,Martin,employee359@company.com,Female,42,Married,Finance,Auditor,Technical Degree,Bachelor's,Non-Travel,29,2017-09-12,,Active,98440.78,7.38,4,5,8.8,1,2,8,0,No,1,1,1,1,3,1,No,80-100K,35-44
360,David,Washington,employee360@company.com,Female,38,Married,IT,System Analyst,Other,PhD,Non-Travel,46,2022-01-09,,Active,77991.54,15.89,2,4,4.5,0,6,4,2,No,6,4,4,1,4,2,No,60-80K,35-44
361,Shannon,Murphy,employee361@company.com,Male,52,Single,Operations,Logistics Executive,Human Resources,High School,Travel_Frequently,30,2019-11-23,,Active,109390.2,9.84,2,3,6.6,6,6,6,1,No,3,1,3,2,2,3,No,100K+,45-54
362,Michael,Lowery,employee362@company.com,Female,43,Single,Marketing,Marketing Associate,Technical Degree,High School,Travel_Frequently,49,2018-03-17,,Active,117391.08,11.28,4,4,8.3,5,4,0,0,Yes,1,3,4,4,2,4,No,100K+,35-44
363,Carolyn,Allen,employee363@company.com,Male,43,Divorced,Sales,Account Executive,Technical Degree,PhD,Non-Travel,11,2021-05-14,,Active,92768.6,4.4,3,0,5.1,7,0,2,1,Yes,3,3,2,2,3,1,No,80-100K,35-44
364,Diana,Gonzalez,employee364@company.com,Male,32,Married,Finance,Accountant,Technical Degree,High School,Non-Travel,8,2023-10-14,,Active,91625.68,4.97,3,1,2.7,6,6,3,1,Yes,2,4,4,2,3,2,No,80-100K,25-34
365,Karen,Hernandez,employee365@company.com,Male,31,Married,IT,Network Administrator,Life Sciences,High School,Travel_Frequently,16,2021-11-24,,Active,95152.16,14.09,5,7,4.6,7,3,0,0,No,5,4,3,3,4,2,No,80-100K,25-34
366,Andrew,Hester,employee366@company.com,Female,51,Married,Finance,Financial Analyst,Other,Master's,Travel_Frequently,37,2019-10-20,,Active,94781.69,4.2,4,0,6.7,3,6,2,2,No,5,1,2,4,4,1,No,80-100K,45-54
367,Kimberly,Conner,employee367@company.com,Female,48,Married,Human Resources,HR Executive,Medical,PhD,Non-Travel,33,2020-07-24,,Active,101761.39,3.03,1,7,6.0,6,2,6,1,No,0,1,3,1,2,3,No,100K+,45-54
368,Austin,Hernandez,employee368@company.com,Male,27,Divorced,Marketing,SEO Specialist,Other,Master's,Travel_Frequently,29,2020-08-21,,Active,81788.89,5.23,4,2,5.9,2,6,0,0,Yes,2,1,4,2,1,1,No,80-100K,25-34
369,Philip,Clark,employee369@company.com,Female,33,Single,Marketing,Content Writer,Other,Bachelor's,Travel_Frequently,35,2022-10-17,2024-04-19,Terminated,87865.14,6.97,4,1,3.7,6,5,4,3,Yes,4,1,1,4,2,2,Yes,80-100K,25-34
370,Michael,Howell,employee370@company.com,Male,48,Single,Human Resources,HR Manager,Life Sciences,PhD,Non-Travel,44,2018-04-21,,Active,86804.85,17.39,3,1,8.2,2,5,2,0,No,4,1,3,3,2,2,No,80-100K,45-54
371,Katherine,Martin,employee371@company.com,Male,36,Single,IT,Network Administrator,Life Sciences,PhD,Travel_Rarely,12,2023-04-09,,Active,89167.65,2.34,4,0,3.2,6,1,7,1,Yes,5,3,3,1,1,2,No,80-100K,35-44
372,Kevin,Sanchez,employee372@company.com,Female,28,Divorced,Finance,Finance Manager,Human Resources,Master's,Travel_Rarely,7,2018-09-20,,Active,89869.97,15.8,5,6,7.8,2,2,2,2,No,0,3,1,4,4,2,No,80-100K,25-34
373,Michael,Wood,employee373@company.com,Male,41,Single,IT,Software Engineer,Other,High School,Non-Travel,40,2021-08-20,,Active,114567.15,3.83,2,7,4.9,4,1,2,3,Yes,5,1,2,4,3,2,No,100K+,35-44
374,Wanda,Hill,employee374@company.com,Male,55,Married,Human Resources,Recruiter,Other,PhD,Non-Travel,15,2024-11-30,,Active,118389.06,21.48,3,3,1.6,3,4,0,1,Yes,4,4,3,2,4,1,No,100K+,45-54
375,Virginia,Williams,employee375@company.com,Male,25,Divorced,Sales,Account Executive,Medical,Master's,Non-Travel,6,2017-04-04,2019-11-03,Terminated,112297.74,5.99,3,3,9.3,3,4,1,3,No,2,2,2,2,4,2,Yes,100K+,<25
376,George,Fleming,employee376@company.com,Female,62,Single,IT,System Analyst,Marketing,High School,Non-Travel,24,2022-03-01,,Active,98089.79,11.16,2,7,4.4,6,4,6,1,No,0,4,4,1,3,2,No,80-100K,55+
377,Louis,Hooper,employee377@company.com,Female,41,Married,IT,System Analyst,Marketing,High School,Travel_Frequently,39,2020-10-23,,Active,105884.81,13.06,3,7,5.7,3,1,3,0,Yes,6,3,4,4,4,4,No,100K+,35-44
378,Mark,Graves,employee378@company.com,Female,59,Single,Marketing,Content Writer,Technical Degree,Bachelor's,Non-Travel,25,2024-11-27,,Active,109950.13,23.44,2,6,1.6,4,6,5,3,No,5,1,4,4,2,2,No,100K+,55+
379,Michelle,Lowe,employee379@company.com,Female,62,Divorced,Finance,Accountant,Other,Bachelor's,Travel_Frequently,43,2020-06-03,,Active,142447.04,16.84,3,7,6.1,2,2,3,1,Yes,0,1,4,4,1,2,No,100K+,55+
380,Martin,Mercado,employee380@company.com,Female,41,Divorced,Finance,Financial Analyst,Human Resources,High School,Travel_Frequently,20,2022-01-24,,Active,80675.53,18.88,4,1,4.4,1,5,5,1,No,5,2,4,3,1,2,No,80-100K,35-44
381,Sarah,Salazar,employee381@company.com,Male,48,Divorced,Operations,Logistics Executive,Technical Degree,PhD,Travel_Frequently,28,2020-03-01,2022-08-15,Terminated,85804.17,5.92,3,2,6.4,3,3,2,0,No,4,2,2,2,1,2,Yes,80-100K,45-54
382,Meghan,Hicks,employee382@company.com,Female,50,Divorced,Operations,Operations Manager,Human Resources,Bachelor's,Travel_Frequently,11,2023-07-03,,Active,91009.11,3.84,2,1,3.0,4,0,5,0,Yes,3,4,1,1,1,3,No,80-100K,45-54
383,Debra,Bridges,employee383@company.com,Male,28,Single,Operations,Operations Analyst,Human Resources,Bachelor's,Travel_Rarely,39,2022-05-17,,Active,50541.56,13.96,5,4,4.1,7,3,5,3,No,2,3,3,2,3,4,No,40-60K,25-34
384,Michael,Jones,employee384@company.com,Female,28,Single,Finance,Accountant,Technical Degree,High School,Travel_Frequently,9,2025-04-20,,Active,74513.67,2.59,2,4,1.2,3,2,7,3,No,5,2,1,3,1,3,No,60-80K,25-34
385,Kimberly,Solomon,employee385@company.com,Female,50,Single,Operations,Operations Analyst,Human Resources,High School,Travel_Rarely,48,2018-10-26,,Active,88613.01,16.09,2,6,7.7,7,5,1,3,No,4,2,2,1,2,4,No,80-100K,45-54
386,Cole,Walker,employee386@company.com,Female,32,Married,Operations,Operations Analyst,Life Sciences,High School,Travel_Frequently,35,2018-08-14,,Active,87855.91,7.54,3,1,7.9,1,3,0,1,No,3,3,2,3,4,1,No,80-100K,25-34
387,Elizabeth,Sexton,employee387@company.com,Female,27,Divorced,Marketing,Marketing Manager,Marketing,Master's,Travel_Frequently,50,2017-10-27,,Active,86726.34,23.25,2,5,8.7,6,5,6,3,Yes,1,3,1,3,1,1,No,80-100K,25-34
388,Emily,Hendrix,employee388@company.com,Male,29,Divorced,Sales,Sales Manager,Marketing,Master's,Travel_Rarely,25,2018-12-15,,Active,111342.56,15.27,1,0,7.6,8,1,6,3,No,6,3,2,2,1,4,No,100K+,25-34
389,Kathryn,Brown,employee389@company.com,Female,36,Married,Sales,Account Executive,Other,High School,Non-Travel,39,2017-05-18,,Active,103056.36,8.52,4,0,9.1,5,2,8,0,No,6,4,2,4,3,4,No,100K+,35-44
390,Tamara,Wright,employee390@company.com,Male,36,Divorced,Sales,Sales Manager,Other,Bachelor's,Non-Travel,32,2020-04-30,2023-08-15,Terminated,80146.45,18.73,3,2,6.2,0,4,6,2,No,5,4,3,4,4,1,Yes,80-100K,35-44
391,Larry,Kelly,employee391@company.com,Male,57,Married,IT,IT Manager,Life Sciences,Master's,Travel_Rarely,49,2023-02-06,,Active,92123.78,20.2,4,0,3.4,4,3,2,1,No,5,4,3,2,2,2,No,80-100K,55+
392,Michael,Perez,employee392@company.com,Male,45,Divorced,Operations,Operations Manager,Human Resources,Bachelor's,Travel_Frequently,10,2020-04-09,,Active,103378.79,10.66,5,2,6.2,0,0,5,3,Yes,0,1,3,4,2,4,No,100K+,35-44
393,Barbara,Lewis,employee393@company.com,Female,53,Married,Research & Development,Scientist,Other,Master's,Travel_Frequently,48,2019-12-15,2020-08-11,Terminated,82596.5,10.63,4,1,6.6,7,6,6,2,No,2,1,1,1,1,1,Yes,80-100K,45-54
394,Lisa,Velez,employee394@company.com,Female,39,Divorced,Finance,Financial Analyst,Other,Bachelor's,Travel_Frequently,12,2025-05-01,2026-03-05,Terminated,118671.88,10.83,5,6,1.2,4,4,2,0,No,0,2,4,1,4,4,Yes,100K+,35-44
395,Joseph,Young,employee395@company.com,Male,29,Single,Sales,Sales Executive,Human Resources,Master's,Non-Travel,36,2018-01-28,,Active,100891.6,12.29,3,0,8.4,2,4,3,1,Yes,4,3,1,1,1,3,No,100K+,25-34
396,Dawn,Wheeler,employee396@company.com,Male,37,Married,Human Resources,HR Manager,Life Sciences,PhD,Travel_Frequently,35,2023-06-18,,Active,82562.37,12.23,3,5,3.1,8,2,8,1,Yes,5,1,2,1,2,2,No,80-100K,35-44
397,Kelly,Jimenez,employee397@company.com,Male,59,Married,Human Resources,HR Manager,Marketing,Master's,Travel_Frequently,40,2021-04-23,,Active,81502.98,11.71,3,4,5.2,6,5,2,3,No,0,3,4,2,2,1,No,80-100K,55+
398,Mark,Moore,employee398@company.com,Male,45,Divorced,Marketing,Content Writer,Other,Master's,Travel_Rarely,10,2021-08-04,,Active,116308.09,9.28,4,6,4.9,0,4,3,0,No,0,1,4,1,3,1,No,100K+,35-44
399,Emily,Mitchell,employee399@company.com,Male,36,Married,Human Resources,Recruiter,Life Sciences,Bachelor's,Travel_Rarely,15,2018-11-03,,Active,87081.9,10.71,2,1,7.7,2,4,4,3,Yes,4,3,3,3,1,1,No,80-100K,35-44
400,Nicole,Owen,employee400@company.com,Female,33,Married,Research & Development,Lab Technician,Other,High School,Travel_Rarely,38,2021-11-14,,Active,104967.24,4.93,1,2,4.6,2,1,6,2,Yes,5,3,2,4,4,2,No,100K+,25-34
401,Andrea,Carpenter,employee401@company.com,Female,39,Married,Finance,Finance Manager,Human Resources,Master's,Travel_Rarely,41,2021-03-26,,Active,67283.59,21.73,5,6,5.3,5,6,1,0,Yes,5,2,1,2,1,1,No,60-80K,35-44
402,Rebecca,Turner,employee402@company.com,Female,22,Married,Marketing,Content Writer,Other,Master's,Travel_Rarely,32,2024-07-28,,Active,68609.37,13.85,5,1,1.9,6,0,3,0,No,5,3,2,1,4,2,No,60-80K,<25
403,Sean,Haynes,employee403@company.com,Female,30,Divorced,Marketing,Marketing Manager,Marketing,Bachelor's,Travel_Rarely,32,2020-05-22,,Active,84078.66,10.72,3,1,6.1,5,5,3,0,No,2,4,3,3,2,1,No,80-100K,25-34
404,Cheryl,Brown,employee404@company.com,Female,54,Single,Marketing,SEO Specialist,Technical Degree,High School,Non-Travel,23,2016-12-16,,Active,103904.71,2.14,3,4,9.6,5,0,0,2,Yes,3,3,1,1,4,4,No,100K+,45-54
405,Gregory,Yang,employee405@company.com,Male,48,Single,Research & Development,Scientist,Technical Degree,Bachelor's,Non-Travel,50,2023-01-15,,Active,91649.02,17.1,3,6,3.5,5,2,5,3,Yes,4,3,1,4,4,2,No,80-100K,45-54
406,Charles,Benitez,employee406@company.com,Male,44,Divorced,Research & Development,Lab Technician,Medical,Bachelor's,Non-Travel,19,2019-11-09,,Active,104542.75,2.93,3,5,6.7,0,1,3,3,No,0,4,4,4,2,3,No,100K+,35-44
407,Martin,Turner,employee407@company.com,Female,30,Single,Operations,Logistics Executive,Life Sciences,Bachelor's,Non-Travel,10,2018-09-27,,Active,67985.69,9.91,1,3,7.8,0,5,5,3,Yes,3,4,3,3,4,1,No,60-80K,25-34
408,Jason,Walls,employee408@company.com,Male,54,Single,Operations,Logistics Executive,Medical,PhD,Non-Travel,17,2018-11-01,,Active,101064.31,24.87,3,6,7.7,3,3,1,1,Yes,6,2,2,1,2,4,No,100K+,45-54
409,Kevin,Hanson,employee409@company.com,Male,49,Single,Sales,Sales Manager,Human Resources,Master's,Non-Travel,4,2017-09-22,,Active,101004.43,10.75,3,3,8.8,3,2,6,3,Yes,4,4,1,3,1,3,No,100K+,45-54
410,Daniel,Wright,employee410@company.com,Female,37,Married,Human Resources,Recruiter,Life Sciences,Master's,Non-Travel,1,2025-01-19,,Active,97316.58,3.2,4,3,1.5,4,3,4,0,No,1,3,4,3,3,3,No,80-100K,35-44
411,Sean,Cunningham,employee411@company.com,Male,43,Married,Sales,Sales Executive,Other,PhD,Travel_Frequently,50,2018-06-09,,Active,105074.22,15.54,4,3,8.1,4,1,6,0,Yes,1,1,1,2,2,4,No,100K+,35-44
412,Emily,Schroeder,employee412@company.com,Female,41,Divorced,Sales,Sales Executive,Technical Degree,Master's,Travel_Frequently,47,2024-03-31,,Active,75930.37,5.53,2,6,2.3,8,5,4,2,No,3,1,4,1,4,4,No,60-80K,35-44
413,Deborah,Kim,employee413@company.com,Female,30,Married,IT,Software Engineer,Life Sciences,Bachelor's,Travel_Frequently,13,2016-07-23,,Active,60988.29,19.04,3,1,10.0,2,3,8,3,No,3,3,2,2,1,2,No,60-80K,25-34
414,Stephen,Bell,employee414@company.com,Male,54,Married,IT,System Analyst,Human Resources,PhD,Travel_Rarely,15,2025-01-29,,Active,122365.15,8.82,3,1,1.4,2,1,0,1,No,0,2,3,2,3,1,No,100K+,45-54
415,Ashley,Hunter,employee415@company.com,Male,56,Single,Marketing,Marketing Manager,Life Sciences,PhD,Travel_Frequently,39,2023-08-07,,Active,109784.71,24.36,3,4,2.9,2,3,4,2,Yes,5,1,3,2,3,2,No,100K+,55+
416,Bryan,Armstrong,employee416@company.com,Male,46,Divorced,Human Resources,HR Executive,Marketing,Master's,Travel_Rarely,15,2021-04-18,,Active,85572.7,9.46,3,6,5.2,2,3,3,3,No,1,4,1,4,2,4,No,80-100K,45-54
417,Adriana,Richardson,employee417@company.com,Female,33,Divorced,Research & Development,Research Director,Marketing,Bachelor's,Travel_Rarely,11,2021-09-07,,Active,109667.28,22.36,4,3,4.8,1,1,1,3,Yes,3,4,1,2,1,1,No,100K+,25-34
418,Lisa,Bush,employee418@company.com,Male,24,Single,Finance,Auditor,Medical,Bachelor's,Travel_Rarely,10,2018-07-15,2020-11-19,Terminated,80935.12,23.59,3,0,8.0,1,4,5,0,Yes,1,4,4,2,3,3,Yes,80-100K,<25
419,Joshua,Matthews,employee419@company.com,Female,62,Divorced,Finance,Financial Analyst,Life Sciences,Bachelor's,Non-Travel,7,2024-07-06,,Active,127289.46,14.53,2,6,2.0,2,0,3,0,Yes,3,4,2,3,3,2,No,100K+,55+
420,Kyle,Russell,employee420@company.com,Male,53,Single,Marketing,SEO Specialist,Life Sciences,Master's,Non-Travel,19,2025-05-01,,Active,103412.78,10.22,4,1,1.2,5,0,0,1,Yes,3,3,2,4,2,3,No,100K+,45-54
421,Tracy,Silva,employee421@company.com,Male,39,Married,IT,IT Manager,Other,PhD,Travel_Rarely,46,2016-09-15,,Active,122111.22,20.37,4,2,9.8,2,2,2,3,No,5,4,1,1,4,3,No,100K+,35-44
422,Jose,Walsh,employee422@company.com,Male,33,Married,Research & Development,Scientist,Marketing,PhD,Travel_Rarely,28,2023-03-10,,Active,112730.11,13.07,5,5,3.3,2,6,3,3,No,4,4,4,2,4,1,No,100K+,25-34
423,Eric,Carey,employee423@company.com,Male,27,Single,IT,Network Administrator,Marketing,Bachelor's,Non-Travel,2,2017-07-07,,Active,77865.54,10.34,3,2,9.0,1,0,5,2,Yes,2,4,2,4,2,2,No,60-80K,25-34
424,Phyllis,Hill,employee424@company.com,Male,29,Divorced,Operations,Operations Manager,Other,Master's,Travel_Rarely,47,2020-07-09,2024-05-14,Terminated,97773.56,2.61,5,5,6.0,0,5,1,0,No,6,2,1,2,3,2,Yes,80-100K,25-34
425,Michael,Wagner,employee425@company.com,Female,31,Single,Sales,Sales Representative,Technical Degree,Master's,Travel_Frequently,34,2023-10-17,2023-11-20,Terminated,94480.64,18.07,3,6,2.7,5,3,0,2,Yes,1,1,1,2,2,1,Yes,80-100K,25-34
426,Tammy,Patel,employee426@company.com,Female,57,Divorced,Finance,Auditor,Marketing,PhD,Travel_Frequently,15,2016-07-18,,Active,126129.47,11.74,2,1,10.0,8,3,2,1,No,4,1,2,4,2,1,No,100K+,55+
427,Mark,Cunningham,employee427@company.com,Female,46,Single,Operations,Logistics Executive,Life Sciences,PhD,Travel_Frequently,28,2018-06-24,,Active,82326.15,6.48,2,1,8.0,5,4,5,0,Yes,2,2,1,1,2,1,No,80-100K,45-54
428,Patrick,Cook,employee428@company.com,Male,62,Single,Operations,Supply Chain Coordinator,Medical,PhD,Non-Travel,37,2024-07-19,,Active,119890.77,14.99,3,7,2.0,0,0,5,0,No,0,3,3,4,2,3,No,100K+,55+
429,Brianna,Jones,employee429@company.com,Male,28,Married,Operations,Logistics Executive,Technical Degree,Bachelor's,Travel_Frequently,50,2024-06-01,,Active,98276.37,5.45,3,6,2.1,7,4,0,2,Yes,1,4,1,1,2,2,No,80-100K,25-34
430,Nathan,Jordan,employee430@company.com,Male,54,Divorced,Operations,Operations Manager,Other,PhD,Travel_Rarely,9,2020-11-01,,Active,76818.91,9.8,3,6,5.7,0,5,6,1,Yes,4,1,2,4,1,1,No,60-80K,45-54
431,William,Goodman,employee431@company.com,Male,53,Single,Research & Development,Lab Technician,Technical Degree,PhD,Non-Travel,19,2017-10-23,,Active,84651.12,5.71,3,5,8.7,5,0,1,1,No,2,4,3,4,2,1,No,80-100K,45-54
432,Michelle,Nelson,employee432@company.com,Female,47,Married,IT,Network Administrator,Human Resources,Master's,Travel_Rarely,24,2023-06-27,2025-01-05,Terminated,67011.52,13.79,4,5,3.0,5,0,6,3,No,5,1,1,2,1,2,Yes,60-80K,45-54
433,Joyce,Shah,employee433@company.com,Male,58,Married,Operations,Operations Analyst,Life Sciences,Master's,Travel_Rarely,30,2017-09-09,,Active,102358.9,17.39,3,7,8.8,8,6,7,0,Yes,1,1,4,4,2,4,No,100K+,55+
434,Richard,Tran,employee434@company.com,Female,35,Divorced,Human Resources,HR Executive,Other,High School,Non-Travel,18,2021-06-30,,Active,98763.13,12.46,3,7,5.0,2,5,3,2,Yes,4,4,1,3,4,4,No,80-100K,25-34
435,Kenneth,Rogers,employee435@company.com,Male,49,Married,Research & Development,Scientist,Marketing,Master's,Non-Travel,10,2022-10-14,,Active,121735.36,3.59,3,4,3.7,7,6,6,1,No,1,1,1,4,3,3,No,100K+,45-54
436,Teresa,Williams,employee436@company.com,Female,52,Married,Research & Development,Research Director,Human Resources,Master's,Travel_Frequently,28,2023-03-11,,Active,102711.42,10.16,4,6,3.3,0,4,3,0,Yes,2,3,1,2,4,2,No,100K+,45-54
437,Deborah,Sullivan,employee437@company.com,Female,38,Divorced,Finance,Finance Manager,Other,Bachelor's,Travel_Rarely,9,2018-08-21,2018-09-15,Terminated,114829.23,16.59,4,1,7.9,0,1,3,3,Yes,4,4,2,3,2,2,Yes,100K+,35-44
438,Candice,Adams,employee438@company.com,Female,23,Married,Marketing,Marketing Associate,Marketing,Bachelor's,Travel_Frequently,32,2020-04-17,,Active,57698.48,16.92,3,6,6.2,5,2,8,3,No,0,2,4,4,3,2,No,40-60K,<25
439,George,Garcia,employee439@company.com,Female,40,Divorced,IT,System Analyst,Other,High School,Travel_Frequently,19,2018-12-25,,Active,66449.26,18.15,5,1,7.5,1,6,1,0,Yes,4,4,1,4,1,4,No,60-80K,35-44
440,Kathy,Rios,employee440@company.com,Female,35,Single,IT,Software Engineer,Technical Degree,High School,Non-Travel,13,2019-05-21,,Active,87166.78,21.7,5,5,7.1,7,3,6,0,No,6,2,3,3,3,3,No,80-100K,25-34
441,Holly,Burke,employee441@company.com,Male,48,Single,Operations,Logistics Executive,Life Sciences,Bachelor's,Non-Travel,24,2017-01-18,,Active,104160.98,21.34,3,5,9.5,5,1,6,1,No,1,4,1,4,2,4,No,100K+,45-54
442,Courtney,Howard,employee442@company.com,Female,55,Single,Marketing,Marketing Manager,Technical Degree,Master's,Non-Travel,46,2021-01-20,,Active,103509.58,20.43,3,6,5.5,4,6,8,1,No,1,1,1,1,4,1,No,100K+,45-54
443,John,Moon,employee443@company.com,Male,58,Married,Marketing,Marketing Manager,Life Sciences,Master's,Travel_Rarely,41,2022-06-28,2023-12-22,Terminated,75388.37,16.52,3,3,4.0,3,2,3,1,No,6,3,1,3,1,2,Yes,60-80K,55+
444,John,Pacheco,employee444@company.com,Male,29,Married,Marketing,Marketing Associate,Human Resources,Bachelor's,Non-Travel,10,2025-06-30,,Active,81863.2,8.5,4,1,1.0,1,3,5,1,No,0,4,1,4,1,4,No,80-100K,25-34
445,Brittany,Brown,employee445@company.com,Female,46,Married,Marketing,Marketing Associate,Other,High School,Non-Travel,12,2017-11-04,,Active,77232.96,8.87,5,0,8.7,1,2,5,3,Yes,1,3,1,2,1,1,No,60-80K,45-54
446,Katherine,Beltran,employee446@company.com,Female,29,Single,IT,System Analyst,Life Sciences,PhD,Non-Travel,15,2018-08-03,,Active,93245.09,3.92,4,2,7.9,4,2,7,1,Yes,2,3,4,4,4,4,No,80-100K,25-34
447,Harold,Chavez,employee447@company.com,Female,47,Single,Research & Development,Lab Technician,Human Resources,PhD,Non-Travel,14,2018-09-27,,Active,103098.97,23.94,3,7,7.8,6,4,4,2,Yes,4,4,4,2,3,3,No,100K+,45-54
